ad,ed,name,vote,source
41,74,Perry Kirsh,Yes,Default to Leader
41,75,Emily D. Caddell,Yes,Default to Leader
41,75,Richard F. Rozhik,Yes,Default to Leader
41,76,Aleksandra Guther,Yes,Default to Leader
41,76,Mark Vaysberg,Yes,Default to Leader
41,77,Paulette Bower,Yes,Default to Leader
41,77,Robert H. Katz,Yes,Proxy
41,78,Desmond Robertson,Yes,Default to Leader
41,78,Katiana StJean,Yes,Default to Leader
41,79,Daniel Caddell,Yes,Default to Leader
41,79,Nadine A. Dillon,Yes,Default to Leader
41,80,Keith L. McIntosh,Yes,Default to Leader
41,80,Rosa Sealy,Yes,Default to Leader
41,81,Alan Levitt,Yes,Default to Leader
41,81,Elaine Levitt,Yes,Default to Leader
41,82,Allen S. Popper,Yes,Default to Leader
41,82,Nicole Krishtul,Yes,Default to Leader
41,83,Elkie Ogorek-Willner,Yes,Default to Leader
41,83,Igor Vaysberg,Yes,Default to Leader
41,84,Bianca Cacace,Yes,Default to Leader
41,84,Yakov Beiden,Yes,Default to Leader
41,85,Hilda C. Thomas,Yes,Default to Leader
41,85,William Thomas,Yes,Default to Leader
41,86,Adam P. Baumel,Yes,Default to Leader
41,86,Tahira F Bhatti-McClure,Yes,Default to Leader
41,87,Debra M. Willner,Yes,Proxy
41,87,Marshall Linn,Yes,Default to Leader
41,88,Mark Eisen,Yes,Default to Leader
41,88,Raisa Chernina,Yes,Proxy
41,89,David Faucher,Yes,Live
41,89,Jennifer Faucher,Yes,Live
41,90,Hazel B. Williams,Yes,Default to Leader
41,90,Muharrem M. Atmaca,Yes,Default to Leader
41,91,Edward Ng,Yes,Default to Leader
41,91,Michelle Johnson,Yes,Default to Leader
41,92,Mubarak Ahmed,Yes,Default to Leader
41,92,Stella L. Wright,Yes,Default to Leader
41,93,Julie Roundtree,Yes,Default to Leader
41,93,Rafi Ahmed,Yes,Default to Leader
41,94,Tamara Telfort,Yes,Default to Leader
41,94,Zeerak Ahmed,Yes,Default to Leader
41,95,Jeffrey Wacholder,Yes,Proxy
41,95,Sharon Wacholder,Yes,Proxy
41,96,Jermaine Gunter,Yes,Default to Leader
41,96,Marie Telfort,Yes,Default to Leader
41,96,Scott Budin,Yes,Default to Leader
41,96,Tarsha L. Lawson,Yes,Default to Leader
41,97,Daniel Wright,Yes,Default to Leader
41,97,Steven McKinley,Yes,Default to Leader
41,97,Victoria A. Phillips,Yes,Default to Leader
41,97,Wilma Kreech,Yes,Default to Leader
41,98,Sabrina Bianca Guillaume,Yes,Default to Leader
41,98,Thierry Telfort,Yes,Default to Leader
41,,Brad Reid,Yes,Live
42,1,Monica Doreen Watts,Yes,Default to Leader
42,1,Nathaniel B. Thompson,Yes,Default to Leader
42,2,Barbara Rawlins,Yes,Default to Leader
42,2,Jean Pierre Lambert,Yes,Default to Leader
42,2,Robert Manago,Yes,Proxy
42,2,Rodneyse Bichotte,Yes,Live
42,3,Brian T. Scott,Yes,Default to Leader
42,3,Carolyn U. Orr,Yes,Default to Leader
42,3,Jamaal H Rahman,Yes,Default to Leader
42,3,Lilia A. Lawson,Yes,Default to Leader
42,4,Bart A. Leseur,Yes,Default to Leader
42,4,Brian J Dupont,Yes,Default to Leader
42,4,Emily Stone,Yes,Proxy
42,4,Lauren Oldja,Yes,Default to Leader
42,5,Charles Skinner,Yes,Proxy
42,5,Emily Hoffman,Yes,Proxy
42,5,Goldschmidt Dastine,Yes,Proxy
42,5,Ruth M. George,Yes,Proxy
42,6,Adam D. Green,Yes,Proxy
42,6,George Williams,Yes,Proxy
42,6,Jacqueline Daniel-Shertz,Yes,Proxy
42,6,Livia Papandrea,Yes,Default to Leader
42,7,Anne M. Gaudet,Yes,Proxy
42,7,Fritz G. Sam,Yes,Default to Leader
42,7,Madeline Nieves,Yes,Default to Leader
42,7,Porez Luxama,Yes,Default to Leader
42,8,Jean C. Francisque,Yes,Default to Leader
42,8,Stephen Hirschhorn,Yes,Default to Leader
42,8,Valerie Coley,Yes,Default to Leader
42,8,Vanessa M. Lee,Yes,Default to Leader
42,9,Carlos P Garces,Yes,Default to Leader
42,9,Michelle Gaskin,Yes,Default to Leader
42,9,Samantha Lubrun,Yes,Default to Leader
42,9,William J. Nesbit,Yes,Default to Leader
42,10,Ivelisse Lopez,Yes,Default to Leader
42,10,Laurence Williams,Yes,Default to Leader
42,10,Nojean N Pierre-Noel,Yes,Default to Leader
42,10,Sonia Moise,Yes,Default to Leader
42,11,Bernard E. Phifer,Yes,Default to Leader
42,11,Marjorie Pierre,Yes,Default to Leader
42,11,Roger L Dunn,Yes,Default to Leader
42,11,Sandra C. Stewart,Yes,Default to Leader
42,12,Chanine Carter,Yes,Default to Leader
42,12,Serge Joseph,Yes,Default to Leader
42,12,Shamel D King,Yes,Default to Leader
42,12,Una M Gayle,Yes,Default to Leader
42,13,PAULET D BLACK,Yes,Default to Leader
42,13,Quentin Phifer,Yes,Default to Leader
42,13,Sallica A. Williams,Yes,Default to Leader
42,13,Wayne Carpetner,Yes,Default to Leader
42,14,Abraham Fohn,Yes,Default to Leader
42,14,Gabriella L Lawson,Yes,Default to Leader
42,14,Kim Best,Yes,Default to Leader
42,14,Winston Wynter,Yes,Default to Leader
42,15,Avril W Felix,Yes,Default to Leader
42,15,Emmanuel C. Vambran,Yes,Proxy
42,15,Marilyn E Charles,Yes,Proxy
42,15,Melida I. Mason,Yes,Proxy
42,16,Alan Sabo,Yes,Default to Leader
42,16,Michael M. Zywica,Yes,Default to Leader
42,16,Shirley P Peart,Yes,Default to Leader
42,17,Eda E Slater,Yes,Default to Leader
42,17,Jay Idler,Yes,Default to Leader
42,17,Lawrence James,Yes,Default to Leader
42,17,Naseema Sahib,Yes,Default to Leader
42,18,ANTOINE ARNOUX,Yes,Default to Leader
42,18,Estell Germain,Yes,Default to Leader
42,18,Jocelyn A Brewster,Yes,Default to Leader
42,18,Mark Caller,Yes,Default to Leader
42,19,Blasmith Philemonth,Yes,Default to Leader
42,19,Nephtali Valcin,Yes,Default to Leader
42,19,Rona C. Taylor,Yes,Default to Leader
42,19,Willis M Phifer,Yes,Default to Leader
42,20,Eric D. Phillips,Yes,Proxy
42,20,Gary M. Simon,Yes,Proxy
42,20,Madeleine Ruth Gyory,Yes,Proxy
42,16,Maria Pinnock Earle,Yes,Proxy
42,21,Ian L Corbin Sr.,Yes,Default to Leader
42,21,Kwame Asante,Yes,Default to Leader
42,21,MARION E LASHLEY,Yes,Default to Leader
42,21,Nichelle Roxanne Clarke,Yes,Default to Leader
42,22,Jacquelyn C. Yorke,Yes,Proxy
42,22,Josue Pierre,Yes,Proxy
42,22,Maria Hodges,Yes,Default to Leader
42,22,Terrence T. Durant,Yes,Default to Leader
42,23,Rachel Weiss,Yes,Default to Leader
42,23,Samuel Tresler,Yes,Default to Leader
42,24,Johnathan Zakutinsky,Yes,Default to Leader
42,24,Peter B Dinhofer,Abstain,Live
42,24,Rebeca Lafond,Yes,Proxy
42,24,Sylveta M Curry,Yes,Default to Leader
42,25,Darryl Hollon,Yes,Live
42,25,Gina S. Anderson,Yes,Proxy
42,25,James L. Hanna,Yes,Default to Leader
42,25,Patricia E. Meade,Yes,Default to Leader
42,26,John P. Ceffalio,Yes,Default to Leader
42,26,Marie-Altagrace Aime,Yes,Default to Leader
42,26,Sheldon B Crawford,Yes,Default to Leader
42,26,Shirlene Cooper,Yes,Default to Leader
42,27,Devonte A Davy,Yes,Default to Leader
42,27,Johnny K. Prescod,Yes,Default to Leader
42,27,Roslyn M Rey,Yes,Default to Leader
42,27,Ruth A Riddick,Yes,Default to Leader
42,28,Agnes M. Green,Yes,Default to Leader
42,28,Dennis F Ellison,Yes,Default to Leader
42,28,Martha Regis,Yes,Default to Leader
42,28,Shedrick Mitchell,Yes,Default to Leader
42,29,Harriet Hines,Yes,Proxy
42,29,Scherry L. Furse,Yes,Default to Leader
42,29,Sven Britt,Yes,Default to Leader
42,29,Vladimir Sterlin,Yes,Default to Leader
42,30,Andrew J Dawson,Yes,Default to Leader
42,30,Gladys Adams,Yes,Default to Leader
42,30,Grace E Derrick,Yes,Default to Leader
42,30,Michael A Smith,Yes,Default to Leader
42,31,Cecile A Bartlett,Yes,Default to Leader
42,31,Michael M. Zwyca,Yes,Default to Leader
42,31,Patrice C Gordon,Yes,Default to Leader
42,31,Rachael L Nevins,Yes,Default to Leader
42,32,Diana Duncan,Yes,Default to Leader
42,32,Marc Shaffren,Yes,Default to Leader
42,33,Meyer Z. Weill,Yes,Default to Leader
42,34,Blake Morris,Yes,Proxy
42,34,Jennifer M. Berkley,Yes,Proxy
42,35,Jacob Kramer,Yes,Default to Leader
42,35,Linda A. Holmes,Yes,Proxy
42,35,Robert Gilot,Yes,Default to Leader
42,35,Ruby J Ragland,Yes,Default to Leader
42,36,Joshua S. Leirer,Yes,Default to Leader
42,36,Nicole L. Grinberg,Yes,Proxy
42,37,Christina Das,Yes,Proxy
42,37,David A. Karopkin,Yes,Proxy
42,38,Binyomin Bendet,Yes,Default to Leader
42,38,Peggy Carter,Yes,Default to Leader
42,39,Christopher Faga,Yes,Default to Leader
42,39,Eugenie T. Arnaud,Yes,Default to Leader
42,39,Jacob Edelstein,Yes,Default to Leader
42,39,Natasha N McClean,Yes,Default to Leader
42,40,Andrea Hines,No,Live
42,40,Christa D. Nader,Yes,Default to Leader
42,40,Luckner Pierre,Yes,Proxy
42,40,Maxime Pierre,Yes,Proxy
42,41,Avrabham Rackovsky,Yes,Default to Leader
42,41,Kristy Hall,Yes,Default to Leader
42,41,Nkechi Ajoku,Yes,Proxy
42,41,Shlomo Z. Krausz,Yes,Default to Leader
42,42,Aryeh Feit,Yes,Default to Leader
42,42,Jolevette Mitchell,Yes,Proxy
42,42,Michelle Gay,Yes,Default to Leader
42,42,Steven Tiefenbrunn,Yes,Default to Leader
42,43,John-Paul R. Anderson,Yes,Proxy
42,43,Julia M Charles,Yes,Default to Leader
42,43,Melissa C. Holsinger,Yes,Proxy
42,43,Thaddeus Aulton Charles,Yes,Default to Leader
42,44,Fritz Pierre,Yes,Proxy
42,44,Fritzner Pierre,Yes,Proxy
42,44,Jean Marotta,Yes,Default to Leader
42,44,Lorita Pierre,Yes,Proxy
42,45,Ericka J Pierre,Yes,Default to Leader
42,45,Gerald Minkowitz,Yes,Default to Leader
42,45,Lisa L Derrick,Yes,Default to Leader
42,45,Richard Cofsky,Yes,Default to Leader
42,46,Emelda Niles,Yes,Default to Leader
42,46,Kona S Khasu,Yes,Default to Leader
42,46,Malcolm Thaddeus Charles,Yes,Default to Leader
42,46,Sharon J Rosmond,Yes,Default to Leader
42,47,Beverly K. Gordon-Wells,Yes,Proxy
42,47,Earl Klayman,Yes,Default to Leader
42,47,Joel Mandelman,Yes,Default to Leader
42,47,Virginia M Sumpter,Yes,Default to Leader
42,48,Clarence Robertson,Yes,Proxy
42,48,Gladys Simon,Yes,Proxy
42,48,Mable Robertson,Yes,Proxy
42,48,Robert Newman,Yes,Default to Leader
42,49,Christopher G. Dinally,Yes,Default to Leader
42,49,Jonas Dastine,Yes,Proxy
42,49,Julianne Sk Hirsch,Yes,Default to Leader
42,49,Marie M. Dastine,Yes,Proxy
42,50,Audrey G. Walen,Yes,Default to Leader
42,50,Gloria E Crichlow,Yes,Default to Leader
42,50,Menachem C. Rosenbaum,Yes,Default to Leader
42,50,Michael Braunstein,Yes,Default to Leader
42,51,Dilma E Yearwood,Yes,Default to Leader
42,51,Jameione M Winston-Day,Yes,Default to Leader
42,51,Norman F. Sanders,Yes,Default to Leader
42,51,Samuel Rozenek,Yes,Default to Leader
42,52,Joseph E. Langer,Yes,Default to Leader
42,52,Mabel Lawson,Yes,Default to Leader
42,52,Monica E Timm,Yes,Default to Leader
42,52,Samuel Hamada,Yes,Default to Leader
42,53,Blondell Lighty,Yes,Proxy
42,53,Emma Lamont,Yes,Proxy
42,53,John Wasserman,Yes,Proxy
42,53,Wayne A. Lamont,Yes,Proxy
42,54,Ejero Oghene O. Ajueyitsi,Yes,Proxy
42,54,Ella Frederick,Yes,Proxy
42,54,Janis Pinkney,Abstain,Live
42,54,Jay D. Hane,Yes,Proxy
42,55,Giselle A Fritz,Yes,Default to Leader
42,55,Jackson B. Rockingster,Yes,Default to Leader
42,55,Viola Jefferson,Yes,Proxy
42,56,Alex Smith Jr.,Yes,Default to Leader
42,56,Cheryl Nicholls,Yes,Default to Leader
42,56,Donald J. Winston-Day,Yes,Default to Leader
42,56,Natasha Isma,Yes,Default to Leader
42,57,Daniel Greenberg,Yes,Default to Leader
42,57,Evamarie Graham,Yes,Default to Leader
42,57,Inga M. Oneale,Yes,Default to Leader
42,57,Menachim Z. Shimanowitz,Yes,Default to Leader
42,58,Gardel Valcin,Yes,Default to Leader
42,58,Gertrude Valcin,Yes,Proxy
42,58,Jean-Claude Valcin,Yes,Proxy
42,58,Loraine E Palmer,Yes,Default to Leader
42,59,Joel Zuller,Yes,Default to Leader
42,59,Phyllis L McLaughlin,Yes,Default to Leader
42,60,Denise Wallen,Yes,Default to Leader
42,60,Samuel Kurtz,Yes,Default to Leader
42,61,Alexander R Thompson,Yes,Default to Leader
42,61,Eva M Lewandowski,Yes,Default to Leader
42,62,Andrew Belcher,Yes,Proxy
42,62,Rachel Webster,Yes,Default to Leader
42,63,Howard Szaner,Yes,Default to Leader
42,63,Sofia M Thompson,Yes,Default to Leader
42,64,Carolyn T Parker,Yes,Default to Leader
42,64,Prudeau Brutus,Yes,Default to Leader
42,65,Fred Becker,Yes,Default to Leader
42,65,Sandra Gilot,Yes,Default to Leader
42,66,David Merav,Yes,Default to Leader
42,66,Robin Jackson,Yes,Default to Leader
42,67,Errol M Lewis,Yes,Default to Leader
42,67,Sharifa S. Mason,Yes,Default to Leader
42,69,Gwendolyn J White-Ross,Yes,Default to Leader
42,69,Michael Klein,Yes,Default to Leader
42,70,Hoslin Fontilus,Yes,Default to Leader
42,70,Jechiel Zand,Yes,Default to Leader
42,70,Lynda Brillant,Yes,Default to Leader
42,70,Mark Kaufman,Yes,Default to Leader
42,71,Alexander Joseph Leitch,Yes,Proxy
42,71,Daviona U. Beckford,Yes,Proxy
42,71,Ericka Pierre,Yes,Proxy
42,71,Roy Beckford,Yes,Default to Leader
42,72,Damali Dulce Rasheed,Yes,Default to Leader
42,72,Delia Ibarra,Yes,Default to Leader
42,72,Derek Noel,Yes,Default to Leader
42,72,Ruel J. Minott III,Yes,Proxy
42,73,Darlene Montano,Yes,Default to Leader
42,73,Linda N. Isaac,Yes,Proxy
42,73,Sam Bergman,Yes,Default to Leader
42,73,Steven D. Cohen,Yes,Default to Leader
42,74,Albertha Corneille,Yes,Default to Leader
42,74,Donald T. Day,Yes,Default to Leader
42,74,Maxine Rivers,Yes,Default to Leader
42,74,"Quentin A Hawkins,",Yes,Default to Leader
42,75,Chaim Y Hirsch,Yes,Default to Leader
42,75,Maria O. Province,Yes,Default to Leader
42,75,Phylicia Wong,Yes,Default to Leader
42,75,Sheldon Lang,Yes,Default to Leader
42,76,Glenda A Bradden,Yes,Default to Leader
42,76,Zev Egert,Yes,Default to Leader
42,77,Ainsley B Guerrier,Yes,Default to Leader
42,77,Esmeralda Hilman,Yes,Default to Leader
42,77,Marc Sadowsky,Yes,Default to Leader
42,77,Yolaine Gaston-Gilot,Yes,Default to Leader
42,78,Alva R. Sam,Yes,Default to Leader
42,78,Dion Lashley,Yes,Default to Leader
42,78,Emalia P Dawson,Yes,Default to Leader
42,78,Joseph P Illidge,Yes,Default to Leader
42,79,Janice Elizabeth Whitty,Yes,Default to Leader
42,79,Neil C Telesford,Yes,Default to Leader
42,79,Pierre J. Gedeon,Yes,Default to Leader
42,79,Tammy L. Brake,Yes,Default to Leader
42,80,David J Roseberg,Yes,Default to Leader
42,80,Jennifer A Parris,Yes,Default to Leader
42,80,Joseph L Morisset,Yes,Default to Leader
42,80,Kathleen Gilot,Yes,Default to Leader
42,81,Benjamin B Gifter,Yes,Default to Leader
42,81,Jenny N Laguerre,Yes,Default to Leader
42,81,Merrill R Matthews,Yes,Default to Leader
42,82,Elisabeth Ponyon-Vaval,Yes,Default to Leader
42,82,Michael Davidson,Yes,Default to Leader
43,1,Christine Granderson,Yes,Default to Leader
43,1,Gillian Duke,Yes,Default to Leader
43,1,Joseph Duggins,Yes,Default to Leader
43,1,Yvonne Marchan,Yes,Proxy
43,2,Miles E. Mcafee,Yes,Proxy
43,2,Morenike Lambert,Yes,Proxy
43,2,Vance Gathing,Yes,Default to Leader
43,2,Vanessa Raptopoulos,Yes,Proxy
43,3,Glenny Marte,Yes,Default to Leader
43,3,Harry Martinez,Yes,Default to Leader
43,3,Seth H. Fleischman,Yes,Proxy
43,3,Xiomara Maloney,Yes,Default to Leader
43,4,Dwight Cole,Yes,Default to Leader
43,4,Elizabeth Joile,Yes,Default to Leader
43,4,Eshe Kamau,Yes,Default to Leader
43,4,Rubain Dorancy,Yes,Default to Leader
43,5,Debra J. Morris,Yes,Proxy
43,5,Dennis Marshall,Yes,Default to Leader
43,5,Jacob Nemon,Yes,Default to Leader
43,5,Linda Payton,Yes,Default to Leader
43,6,Cassina Johnson,Yes,Default to Leader
43,6,David Joseph,Yes,Default to Leader
43,6,Louis Marsh,Yes,Default to Leader
43,6,Lucia Belsujet,Yes,Default to Leader
43,7,Diane Sealz,Yes,Proxy
43,7,Gerard Cadet,Yes,Default to Leader
43,7,Marcia Graham,Yes,Default to Leader
43,7,Rodney Pratt,Yes,Default to Leader
43,8,Avrohom Berkowitz,Yes,Default to Leader
43,8,Carol Willis,Yes,Default to Leader
43,8,David Margolin,Yes,Default to Leader
43,8,Youla Duke,Yes,Default to Leader
43,9,Claudia Galicia,Yes,Proxy
43,9,Francis Best,Yes,Default to Leader
43,9,Jeffrey Freund,Yes,Default to Leader
43,9,Kenneth Donald Kai Lee,Yes,Proxy
43,10,Elma Callendar,Yes,Default to Leader
43,10,Romel Marcus,Yes,Default to Leader
43,11,Cessell Pilgrim,Yes,Default to Leader
43,11,Johanne Joseph,Yes,Default to Leader
43,11,Peter Byam,Yes,Proxy
43,11,Verleen Dozier,Yes,Default to Leader
43,12,Annie Dunn,Yes,Default to Leader
43,12,Clare Gailey,Yes,Default to Leader
43,12,James Douglas Gribbin,Yes,Proxy
43,12,Matthew Waskiewicz,Yes,Default to Leader
43,13,Marc Jacobson,Yes,Default to Leader
43,13,Mona Laborde,Yes,Default to Leader
43,14,Carmen Martinez,Yes,Proxy
43,14,Jason S. Hill,Yes,Proxy
43,14,Jassie Harris,Yes,Default to Leader
43,14,John Foy,Yes,Default to Leader
43,15,Lorraine David,Yes,Default to Leader
43,15,Matthew T. Buletti,Yes,Proxy
43,15,Philip Dov Getz,Yes,Proxy
43,15,Thania Laborde,Yes,Default to Leader
43,16,Hopeton Elliott,Yes,Proxy
43,16,Nerron Purcell,Yes,Default to Leader
43,16,Sarana Purcell,Yes,Proxy
